,Rating,Preferred,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
175,83,CB,50,30,74,57,49,38,73,79,62,55,62,58,74,14,6,13,13,14,85,84,71,72,68,84,69,77,69,80,82,54,75,85,85,63,49
176,83,LM,79,29,33,85,79,92,87,82,80,77,85,77,79,1,1,1,1,1,42,37,50,76,80,35,77,77,86,74,44,78,75,37,62,83,72
177,83,CB,69,31,78,62,45,51,63,77,28,48,58,56,27,5,12,9,5,12,86,83,82,61,66,83,53,84,65,63,84,66,68,85,78,56,47
178,83,CB,68,32,83,58,28,59,69,80,32,34,57,37,23,7,10,16,7,10,79,83,86,74,40,81,45,81,72,64,80,72,73,85,86,53,34
179,83,LB,76,32,74,75,75,85,79,81,88,81,78,70,82,8,15,10,13,12,74,80,72,74,75,81,90,80,81,84,82,75,86,82,69,76,63
180,83,GK,62,30,33,62,14,47,24,41,18,13,12,12,15,83,80,86,80,85,16,20,60,18,14,14,26,78,21,36,13,60,35,14,62,59,15
181,83,CAM,76,32,52,80,76,82,88,80,78,78,86,67,76,5,4,10,8,7,60,70,68,86,70,58,72,84,89,72,62,68,76,66,66,86,70
182,83,CAM,79,30,67,85,74,79,86,75,77,80,91,79,75,12,8,9,13,12,65,40,76,78,81,33,87,75,79,83,23,77,71,43,75,80,75
183,83,GK,59,29,28,50,14,32,20,68,14,17,23,14,13,83,80,75,81,85,10,25,72,35,19,14,68,77,32,65,13,60,28,14,61,42,19
184,83,RB,78,32,78,75,68,62,79,64,83,80,77,54,59,11,14,10,15,7,55,78,68,66,53,83,66,82,75,68,80,87,89,84,74,72,49
185,83,CAM,72,32,65,83,74,85,85,83,83,88,83,72,85,9,5,13,11,12,32,45,27,83,84,32,76,76,86,87,37,73,63,41,57,85,80
186,83,LW,86,30,62,92,77,77,86,79,82,86,87,75,79,5,10,13,6,6,46,31,46,79,83,15,72,80,81,85,20,79,75,22,62,80,75
187,83,RB,79,33,84,75,68,79,75,80,82,68,76,50,66,4,3,2,3,2,72,82,75,71,70,78,66,80,77,74,82,83,88,82,75,62,62
188,83,CAM,69,31,81,77,85,77,80,89,78,84,77,84,81,10,11,13,8,7,76,54,81,85,84,48,79,83,79,86,37,73,84,54,84,83,85
189,83,CDM,69,33,84,69,55,72,78,82,57,62,64,50,71,10,7,13,10,9,81,87,78,82,74,75,75,80,82,81,82,69,79,84,84,72,74
190,83,GK,50,34,32,50,13,60,23,60,11,11,10,14,11,80,83,82,82,82,13,22,73,22,15,12,24,82,19,24,24,63,34,22,72,65,11
191,83,RM,85,33,62,89,75,84,87,79,88,92,89,70,78,12,14,10,5,15,41,24,63,75,83,10,74,78,79,83,13,83,68,17,54,80,80
192,82,CAM,81,21,45,79,72,76,85,78,80,84,82,75,76,13,9,6,12,10,50,45,58,81,78,30,62,78,86,67,41,78,74,45,62,83,76
193,83,RM,82,22,58,85,78,83,86,82,76,77,86,76,63,9,10,14,12,9,51,49,53,78,64,46,64,83,83,72,35,77,80,44,54,84,65
194,82,ST,69,28,88,66,86,57,76,79,58,73,74,81,47,10,9,6,15,11,92,54,87,59,72,34,72,84,73,78,24,76,91,48,85,72,79
195,82,CB,65,21,70,48,27,34,64,70,35,30,55,19,27,11,8,7,9,14,80,80,71,69,25,82,38,81,74,44,80,78,60,86,91,61,24
196,82,LM,92,21,59,85,80,85,84,80,73,76,88,82,54,9,8,8,15,11,70,42,80,58,72,35,71,81,75,84,38,91,80,39,80,70,74
197,82,CAM,77,20,84,74,84,58,83,81,65,67,80,79,46,7,6,9,11,8,70,65,65,73,74,57,52,83,83,75,57,76,88,60,70,81,71
198,82,GK,64,23,27,50,16,40,30,31,20,12,21,14,20,81,76,82,78,87,14,25,50,25,18,9,17,85,15,42,8,62,38,15,69,60,18
199,82,RW,92,24,63,86,83,84,87,75,71,59,87,78,60,14,14,9,11,14,59,55,70,63,62,37,61,80,78,71,41,92,77,43,60,71,69
200,82,RW,94,24,71,88,82,85,82,76,72,74,85,81,64,10,10,15,7,14,53,29,75,72,66,33,71,78,76,76,38,92,83,33,72,77,66
201,82,RW,86,25,65,82,81,79,82,70,84,82,81,77,75,9,16,9,9,7,51,44,67,76,79,23,56,85,80,78,37,81,88,51,56,82,54
202,82,CAM,62,28,80,71,74,48,89,85,73,82,88,77,68,14,15,13,9,7,68,54,54,74,83,33,67,81,83,74,37,67,74,40,78,84,79
203,82,CM,75,25,68,79,77,71,84,73,69,78,81,71,69,9,14,12,7,8,76,69,83,82,80,53,65,81,86,81,58,73,81,73,63,83,63
204,82,CB,74,23,79,68,58,66,73,66,69,72,69,51,63,15,10,14,12,15,72,86,87,71,74,80,61,75,78,83,83,75,80,85,76,56,70
205,82,CB,60,26,83,60,29,54,66,75,35,34,47,34,28,14,13,14,13,12,81,84,85,69,31,85,37,78,67,43,84,65,62,82,77,41,27
206,82,CDM,79,27,92,77,67,89,82,79,67,46,72,67,48,15,8,7,11,9,32,81,77,80,54,72,42,79,89,63,80,78,92,79,70,75,34
207,82,GK,51,23,18,51,8,43,23,34,14,12,16,18,14,84,75,76,79,85,14,13,74,37,16,13,19,82,35,20,13,50,36,11,55,45,14
208,82,RB,86,26,79,87,82,84,83,79,77,73,79,76,79,9,8,10,11,10,70,76,74,75,82,73,76,79,82,82,77,84,92,79,68,75,87
209,82,CB,74,25,76,57,41,51,71,87,53,60,69,55,70,13,10,13,11,11,76,83,81,76,64,82,62,74,74,81,81,76,72,85,92,59,45
210,82,GK,51,24,32,55,16,55,26,59,11,12,21,16,14,81,83,73,79,85,12,27,61,40,13,16,42,73,36,29,11,45,35,13,59,31,12
211,82,ST,80,24,54,62,83,56,83,78,73,76,82,81,44,4,5,4,4,5,75,24,79,51,74,14,72,80,74,78,20,86,68,14,82,76,80
212,82,RW,95,24,67,93,78,85,84,79,75,69,88,72,74,9,10,14,7,14,50,50,71,74,71,39,75,75,77,79,48,91,69,43,56,73,70
213,82,LM,89,27,48,81,75,78,85,77,79,83,86,80,80,5,11,15,9,9,49,37,66,78,84,21,75,76,81,77,31,88,66,38,58,79,67
214,82,CB,65,28,70,33,20,41,67,83,25,62,57,37,56,11,9,9,13,11,77,84,68,75,60,86,72,83,70,75,83,64,69,86,84,59,39
215,82,LW,79,30,73,84,82,81,83,82,81,83,81,81,80,10,15,12,8,8,45,58,63,67,80,30,74,84,77,74,25,76,74,39,62,81,65
216,82,CDM,48,24,90,55,77,62,80,73,68,68,70,49,70,7,8,11,7,13,62,76,40,89,85,71,59,83,85,88,68,54,79,75,76,86,50
217,82,CB,69,25,75,62,32,60,72,82,49,45,61,25,16,8,10,7,14,13,76,86,71,71,60,85,41,78,70,65,82,69,69,86,78,50,27
218,82,CM,87,27,56,89,79,84,83,80,75,80,88,78,76,16,16,9,14,9,41,69,69,76,79,29,74,79,85,70,58,77,79,67,67,87,57
219,82,CM,83,27,68,85,85,86,82,78,75,85,83,78,76,15,14,9,9,15,45,70,67,80,78,62,76,83,82,74,52,76,86,65,61,84,77
220,82,RB,84,24,81,76,74,78,79,75,80,69,76,65,30,7,10,15,16,9,77,78,93,71,58,78,66,82,78,78,83,85,87,82,84,71,50
221,82,CDM,65,27,89,59,52,52,75,83,59,46,63,42,62,15,14,8,6,7,83,81,75,83,70,75,78,77,79,81,72,71,77,85,92,71,40
222,82,CM,86,26,64,91,76,81,82,83,64,76,86,65,64,13,11,7,6,16,34,74,67,78,73,45,64,82,84,70,56,75,88,70,47,83,58
223,82,CB,61,27,87,54,21,41,67,75,59,26,64,33,18,14,14,13,10,7,77,82,82,66,34,80,52,75,68,63,86,58,70,85,85,56,42
224,82,CDM,77,29,89,78,58,92,74,78,55,35,68,31,45,14,7,9,6,6,68,86,92,76,59,78,62,80,78,65,82,76,88,84,78,72,61
225,82,CDM,80,27,80,75,67,83,79,80,60,33,75,50,43,8,6,8,12,13,69,85,85,76,67,78,54,81,80,80,82,77,88,84,76,72,32
226,82,CB,57,28,82,56,39,58,71,66,54,67,53,37,46,12,8,6,6,14,77,83,78,70,38,83,46,77,75,59,85,62,75,84,85,56,39
227,82,LB,73,24,79,75,68,73,80,81,88,82,78,59,84,14,13,14,14,11,68,82,75,80,72,78,83,82,80,78,84,74,76,81,73,74,67
228,82,RM,89,25,64,87,77,94,83,79,74,82,84,74,78,13,12,12,11,11,37,65,63,75,78,51,65,79,80,84,53,84,78,52,73,79,76
229,82,ST,79,27,77,77,86,63,79,81,55,70,77,86,51,6,8,15,12,6,75,40,78,49,76,31,76,85,70,86,32,85,73,33,76,59,81
230,82,RB,86,25,76,84,72,76,75,75,80,64,77,54,39,10,11,13,15,7,66,77,67,67,69,81,46,75,76,74,86,86,87,83,71,64,45
231,82,CDM,54,29,78,54,82,38,80,73,53,66,67,72,70,14,11,6,15,8,81,85,68,82,64,85,72,75,81,85,75,54,79,84,88,74,66
232,82,CM,78,25,83,83,80,87,84,80,73,80,84,64,72,6,15,15,9,11,58,61,67,83,73,61,65,80,84,75,65,73,82,63,66,85,64
233,82,CAM,83,28,30,92,80,92,84,81,60,74,87,76,63,11,9,8,9,13,44,56,66,73,55,30,78,81,84,47,27,66,80,24,39,80,75
234,82,GK,45,26,30,42,12,37,24,48,13,14,10,13,12,83,79,79,80,84,11,22,75,12,13,10,17,79,25,22,10,52,45,14,73,45,12
235,82,LM,93,29,56,89,74,83,85,75,73,52,87,76,73,7,7,11,15,13,58,49,62,75,83,38,72,79,77,83,40,91,70,53,62,79,82
236,82,RB,87,26,78,70,66,73,75,75,79,76,75,51,71,12,6,16,15,8,74,75,83,67,68,79,63,77,74,86,84,93,90,81,77,69,57
237,82,RM,85,28,58,92,77,84,88,84,76,80,87,76,71,6,13,13,8,9,53,51,68,73,78,45,74,77,81,76,42,82,80,49,62,78,66
238,82,CDM,68,29,88,66,51,62,73,72,61,42,69,46,45,10,6,11,12,13,75,84,75,75,71,78,58,80,77,80,87,67,81,87,80,69,54
239,82,CAM,83,26,71,85,79,85,82,82,74,68,84,78,69,16,11,13,9,8,59,42,61,75,77,47,75,81,79,79,38,79,74,43,72,81,66
240,82,CAM,67,27,57,72,80,62,82,80,82,86,78,81,88,13,8,10,15,12,60,37,70,77,83,55,80,77,83,82,57,69,83,58,67,84,75
241,82,LW,86,27,46,93,76,87,84,86,76,83,89,75,78,13,16,12,7,7,46,38,72,70,74,24,75,80,77,69,25,75,75,36,50,78,73
242,82,LM,78,27,73,76,79,57,85,77,83,79,84,75,74,14,15,10,10,15,72,46,68,68,71,47,78,73,79,78,30,78,79,57,85,80,79
243,82,CDM,76,26,80,74,74,71,80,78,81,80,74,67,74,7,13,7,9,13,65,79,81,83,71,73,64,79,85,75,76,73,93,80,76,82,72
244,82,GK,44,31,18,45,10,49,23,22,19,11,15,23,11,80,83,70,80,84,24,23,64,36,23,13,21,78,22,22,24,34,33,15,66,47,14
245,81,CB,55,27,85,61,32,55,61,73,60,50,50,23,30,14,12,9,7,8,71,81,82,66,38,78,40,72,75,51,81,68,72,84,90,49,20
246,82,CB,54,31,83,57,24,50,64,75,28,43,53,45,55,5,3,5,5,3,79,84,76,68,58,81,48,75,66,83,78,63,63,84,90,22,45
247,82,GK,60,30,32,68,13,62,23,63,15,14,25,10,10,81,75,75,83,85,12,23,84,47,10,17,24,78,44,25,16,62,45,16,68,58,10
248,82,CB,49,31,81,57,45,46,73,78,68,69,65,47,60,15,9,12,14,6,83,77,80,72,53,83,49,77,70,64,82,65,80,83,84,60,38
249,82,ST,68,31,51,58,87,42,79,76,63,65,75,86,54,9,11,13,15,15,80,50,66,59,69,11,70,78,72,86,16,65,72,28,82,70,75
250,82,RB,79,28,78,77,76,74,77,76,81,42,78,65,35,5,15,10,13,7,67,77,72,70,68,83,60,81,77,75,84,79,90,84,73,70,64
251,82,ST,86,28,59,81,88,84,79,81,62,67,76,87,52,14,12,9,12,11,82,26,85,55,69,22,76,82,70,76,25,79,75,29,58,72,79
252,82,CM,65,30,79,70,78,74,80,73,81,83,73,69,84,16,10,14,6,13,47,70,59,86,81,59,69,80,85,87,65,55,80,76,70,84,61
253,82,CDM,66,27,78,65,69,66,75,83,69,49,72,59,47,12,6,7,12,7,78,87,77,74,71,76,52,82,79,74,82,69,88,85,76,76,57
254,82,CM,67,28,78,82,75,60,85,86,69,69,83,71,68,5,7,7,10,7,77,80,72,78,74,69,81,81,83,78,71,74,85,73,79,78,67
255,82,CDM,69,27,84,73,67,71,79,81,65,68,75,64,61,6,11,12,14,7,71,84,72,79,56,76,56,81,83,71,80,66,90,82,77,73,56
256,82,LM,87,29,58,83,80,74,85,74,82,77,84,78,76,8,10,14,13,15,64,35,73,77,76,40,75,76,80,77,53,86,76,55,61,67,76
257,82,RW,87,28,57,86,80,79,81,79,78,80,82,79,71,8,14,8,13,10,64,37,69,63,78,12,72,77,79,73,14,83,70,22,68,79,84
258,82,GK,30,31,18,35,10,32,22,64,12,14,18,17,16,81,84,79,78,83,13,10,66,37,18,19,21,77,36,21,12,33,29,10,58,60,13
259,82,RB,87,31,84,74,78,87,80,85,85,69,82,58,66,16,11,10,7,7,64,80,68,69,62,78,55,84,77,85,77,85,89,82,85,71,69
260,82,CM,76,29,63,83,78,83,82,83,82,80,80,69,74,14,8,13,10,15,52,78,75,82,78,72,58,84,84,77,78,72,78,70,65,83,65
261,82,ST,75,31,72,85,85,75,81,85,55,83,74,83,71,10,13,6,9,5,90,41,92,53,76,16,84,82,67,78,19,68,68,42,73,68,84
262,82,GK,55,31,44,69,13,57,15,70,24,24,14,20,21,86,75,76,76,85,20,19,79,33,22,14,24,79,33,24,15,54,43,13,67,64,25
263,82,GK,48,30,11,57,10,40,23,50,10,15,10,10,15,82,84,72,81,84,10,15,80,27,19,12,21,75,31,24,19,34,31,17,51,46,19
264,82,CM,75,30,74,81,74,84,82,86,77,82,81,73,79,13,15,15,13,13,68,73,77,81,82,68,70,81,83,77,66,67,85,72,64,82,77
265,82,CM,78,29,74,83,71,71,84,86,65,65,85,66,55,16,14,11,16,14,68,78,77,79,72,67,67,78,84,85,65,77,82,80,90,76,77
266,82,LM,70,33,67,76,84,78,82,73,86,77,79,78,83,10,8,15,16,11,50,75,58,85,68,54,76,85,84,81,61,69,71,73,66,86,53
267,82,CB,67,31,81,65,56,73,74,80,69,59,62,64,51,6,7,12,11,14,80,82,84,77,67,85,68,76,74,74,83,72,79,86,79,63,44
268,82,CDM,74,31,83,76,55,78,84,80,74,71,76,52,76,14,12,7,12,7,54,82,62,82,75,70,72,80,83,77,77,69,80,80,72,80,78
269,82,GK,49,29,22,38,12,45,12,53,11,12,13,14,11,82,80,78,82,84,15,22,49,33,15,16,15,77,35,22,14,53,28,11,65,44,12
270,82,CB,60,31,79,55,30,56,67,73,38,53,54,27,45,8,6,5,9,8,77,83,77,65,53,85,37,78,71,65,83,62,62,85,82,49,31
271,82,ST,68,31,72,64,84,55,75,85,62,68,74,84,36,8,8,9,7,14,83,20,76,50,78,20,74,80,69,82,20,75,69,24,86,62,78
272,82,CM,62,33,82,73,72,73,79,83,67,86,74,67,75,6,12,10,5,10,51,82,60,84,76,76,83,80,85,81,74,65,83,79,69,79,64
273,82,GK,34,35,36,48,11,47,23,69,11,10,11,12,11,75,84,72,83,79,10,16,68,23,11,14,21,79,28,22,14,52,42,13,66,53,14
274,82,CF,77,32,66,84,82,83,83,79,73,80,87,81,73,12,10,5,13,14,63,53,71,77,78,29,72,84,84,77,31,72,76,42,63,83,75
275,82,LW,94,29,56,92,78,94,86,74,80,77,87,72,69,8,11,12,9,6,36,40,70,72,78,24,69,78,80,74,34,86,78,30,48,79,72
276,82,CB,68,32,80,64,32,60,72,76,38,50,62,44,46,12,4,11,12,9,86,84,86,76,36,82,74,76,72,68,82,68,66,85,80,64,22
277,82,GK,50,34,39,60,10,59,23,24,10,14,11,19,71,77,80,76,78,90,10,21,80,28,10,12,75,76,39,35,11,54,35,12,71,58,11
278,82,CAM,67,34,45,69,79,64,84,85,74,84,81,74,70,3,5,5,3,3,52,42,55,73,77,14,84,77,84,76,31,69,55,31,70,86,86
279,82,CDM,77,31,87,79,68,79,76,64,68,70,78,70,71,12,11,5,13,7,55,86,72,81,81,73,61,82,82,83,78,77,82,81,73,75,76
280,82,ST,75,35,67,76,86,75,85,83,71,83,82,86,80,8,9,9,11,9,66,29,67,67,76,22,88,82,74,80,38,72,73,28,66,71,78
281,82,GK,39,35,36,58,12,53,30,70,10,11,12,12,12,81,78,75,84,83,11,21,80,36,10,10,26,75,27,29,10,45,34,12,71,38,10
282,82,CB,26,32,69,29,43,28,65,87,38,39,39,36,45,12,13,5,12,8,86,88,32,58,25,86,42,83,67,71,84,28,61,87,87,58,30
283,82,LB,79,35,82,79,68,87,75,80,80,76,74,33,51,3,5,5,5,3,80,86,89,69,63,82,57,78,75,72,86,73,69,82,69,62,53
284,82,CDM,32,35,77,53,77,66,81,83,79,82,75,56,84,7,8,10,10,10,72,84,46,91,85,62,80,81,89,86,70,33,62,74,69,87,71
285,82,CDM,53,35,67,58,66,63,80,85,72,68,71,59,59,13,12,11,15,9,73,83,72,85,71,75,64,85,87,78,72,52,69,79,66,85,67
286,82,CM,47,37,49,44,48,64,86,93,91,92,76,58,93,5,4,1,5,2,39,57,33,90,65,40,84,88,88,75,39,33,55,49,59,94,76
287,82,GK,59,35,23,62,16,46,23,70,13,25,25,12,13,86,74,58,80,84,25,22,77,22,13,11,24,77,21,28,13,57,43,11,70,65,14
288,81,RM,93,19,54,87,78,78,82,72,75,74,88,77,65,6,6,14,10,13,43,34,59,65,65,29,70,79,74,73,27,91,73,29,47,78,70
289,81,CM,74,22,81,74,78,73,78,74,67,66,74,75,73,7,10,14,9,14,82,78,89,82,75,75,70,81,83,80,73,75,86,80,79,77,62
290,81,CM,75,24,68,75,76,75,84,78,72,79,81,66,74,8,8,15,11,8,62,72,69,81,79,64,69,77,83,78,70,75,83,72,62,81,65
291,81,RM,83,23,52,83,78,72,87,74,76,78,86,71,78,14,15,10,13,12,48,34,54,70,82,34,72,78,79,78,37,83,82,34,62,78,70
292,81,CB,51,21,77,33,26,33,46,69,30,28,42,20,30,15,7,14,7,15,80,84,38,57,59,82,32,79,72,70,82,68,65,86,93,30,29
293,81,RW,85,22,80,87,81,73,86,71,76,72,85,78,76,5,6,5,5,6,62,26,66,75,83,22,80,75,75,83,30,85,80,30,65,77,78
294,81,CDM,77,22,76,83,74,69,80,75,79,75,81,75,70,6,16,16,9,9,69,81,75,82,72,73,68,79,83,79,76,77,79,82,76,83,70
295,81,RM,87,22,48,84,81,79,81,65,82,75,83,69,72,13,16,15,8,14,43,52,64,75,59,22,59,79,79,69,25,87,61,43,45,80,58
296,81,CM,73,21,74,76,73,53,81,81,69,67,79,66,57,9,12,9,7,15,75,77,76,79,76,66,68,80,84,79,68,70,79,77,77,81,68
297,81,CM,77,22,84,76,75,72,81,77,72,76,79,66,72,13,8,15,11,9,73,82,67,78,77,71,51,82,82,76,78,84,84,77,68,78,68
298,81,RM,86,25,60,87,79,78,82,68,73,75,83,82,76,10,13,6,7,13,60,27,82,69,83,25,72,81,74,82,27,91,81,24,61,81,68
299,81,ST,80,23,79,79,85,75,76,75,42,64,76,86,56,13,7,12,14,7,81,31,83,42,67,15,77,78,68,81,32,82,84,23,85,61,80
300,81,LB,76,26,70,71,62,68,81,81,79,65,74,55,65,9,10,10,12,14,73,81,61,75,61,77,65,80,79,69,81,77,84,81,76,70,51
301,81,CM,86,22,71,77,67,70,87,70,73,78,88,58,68,9,5,6,7,7,42,69,62,79,74,52,59,68,87,79,61,78,78,65,65,88,76
302,81,GK,50,23,27,62,11,61,12,29,17,24,14,14,20,80,79,78,81,83,11,23,63,23,12,18,24,78,23,19,11,53,31,11,67,45,15
303,81,LM,85,26,70,83,78,78,82,76,74,77,82,75,70,13,9,10,12,14,55,63,59,72,74,38,60,77,80,75,42,90,73,45,66,81,69
304,81,CM,77,25,78,82,72,74,84,75,70,75,77,57,76,14,7,13,14,8,56,78,61,84,62,63,84,81,85,71,70,77,83,75,58,83,71
305,81,RW,84,24,56,82,80,72,82,72,80,80,84,74,54,8,11,14,10,9,69,43,64,75,81,29,57,83,79,82,31,78,72,29,62,78,67
306,80,ST,81,23,59,84,83,78,77,81,65,61,78,83,46,9,10,16,7,15,73,23,81,36,76,16,67,79,64,83,22,84,65,26,82,63,74
307,81,CB,71,25,86,67,48,64,67,61,51,72,53,42,51,12,16,11,13,11,76,82,89,77,74,85,39,75,69,81,84,72,74,81,78,46,37
308,81,RW,82,23,23,86,76,84,86,76,81,83,86,70,78,15,15,9,8,9,50,21,55,75,80,19,68,78,81,74,18,81,78,23,50,80,68
309,81,RM,89,23,40,93,78,77,86,66,76,84,89,74,75,12,16,14,11,11,40,25,72,62,65,20,70,77,78,68,22,92,76,30,59,72,60
310,81,RW,94,23,31,90,70,88,86,60,79,71,87,71,69,12,10,9,5,7,44,26,49,74,84,24,53,74,78,84,42,91,79,44,55,78,68
311,81,GK,54,27,25,48,11,50,32,70,17,10,12,10,10,79,83,74,81,77,12,25,71,33,15,18,21,78,47,35,11,50,40,12,67,60,19
312,81,ST,86,26,55,91,83,86,83,82,73,80,85,84,77,6,13,9,7,7,74,44,85,68,69,28,74,80,77,78,26,84,77,21,57,76,76
313,81,ST,78,28,69,74,81,75,82,76,74,83,81,85,78,14,8,8,10,10,68,38,65,70,82,24,79,81,77,83,26,78,74,24,73,76,79
314,81,CAM,80,23,73,70,71,59,86,80,65,68,85,70,70,9,14,12,6,10,65,45,63,78,79,56,65,77,84,80,52,80,74,60,79,81,61
315,81,ST,87,25,62,81,82,69,82,73,74,68,80,81,54,6,13,6,14,6,71,39,78,66,68,30,72,81,75,84,21,88,74,29,80,73,78
316,81,CB,78,26,79,69,61,69,78,73,50,56,70,43,45,10,15,13,12,8,78,86,86,78,42,82,52,81,79,61,81,76,65,79,68,75,43
317,81,LM,87,26,66,79,80,78,79,75,76,80,83,80,68,7,11,12,9,12,63,44,72,59,82,23,83,82,78,85,42,86,82,40,66,76,82
318,81,CM,81,26,66,82,80,75,85,78,78,78,84,61,72,4,5,3,4,8,60,70,65,77,72,64,72,76,83,66,70,81,83,70,64,82,74
319,81,RB,81,26,77,69,64,60,75,61,79,75,73,68,54,9,12,8,9,15,64,80,73,69,69,83,50,77,75,81,82,84,88,80,79,57,77
320,81,RW,86,31,54,90,75,55,84,75,78,84,87,75,79,12,7,15,16,15,69,31,69,68,80,18,75,80,77,64,25,80,62,37,45,77,61
321,81,GK,37,27,31,43,9,39,19,48,11,11,10,11,15,79,76,77,79,85,11,18,69,20,14,11,20,82,15,14,13,44,34,10,55,53,9
322,81,CB,65,27,71,73,64,75,80,86,75,77,73,46,55,12,9,10,14,10,71,86,71,80,64,82,56,85,81,68,77,58,86,84,73,79,62
323,81,RB,85,27,76,77,80,74,81,76,78,77,76,59,53,8,6,13,15,9,59,79,78,69,56,66,55,85,77,73,80,91,93,80,74,66,57
324,81,ST,69,28,70,67,83,72,76,83,45,66,74,83,58,10,8,5,7,11,84,38,86,45,80,25,77,81,68,85,28,75,78,42,94,65,76
325,81,CM,58,28,66,53,72,45,80,65,57,68,69,60,66,7,12,8,7,9,78,84,52,84,69,72,58,83,86,67,79,61,70,84,80,81,47
326,81,CM,56,27,68,69,79,68,83,69,84,82,75,75,86,5,9,12,14,8,63,68,56,87,80,59,83,69,90,78,51,55,76,61,72,84,72
327,81,ST,76,27,72,72,82,48,78,75,48,53,75,81,52,13,13,7,5,14,88,33,72,40,70,25,62,73,69,86,13,77,68,23,91,53,75
328,81,CB,57,28,89,59,57,68,69,81,61,39,58,48,54,14,10,15,15,12,80,84,91,79,50,77,62,75,78,66,81,60,72,84,77,62,47
329,81,ST,54,27,72,37,87,35,70,78,38,51,60,86,32,6,12,15,11,8,92,39,55,37,74,29,77,84,70,85,26,66,84,48,87,60,84
330,81,CDM,75,26,79,66,63,71,77,77,68,64,78,57,64,12,11,8,10,13,63,79,66,81,65,81,60,75,82,67,78,69,91,79,78,72,61
331,81,CDM,64,26,86,71,66,63,75,72,50,62,64,58,59,9,13,15,8,10,83,85,85,74,54,75,48,84,81,76,74,59,84,82,78,79,52
332,81,CM,76,28,69,70,75,64,81,79,64,66,77,72,57,16,16,11,6,8,80,78,88,76,73,77,71,81,81,79,73,78,92,76,69,75,75
333,81,CM,78,26,69,71,76,72,82,70,77,75,78,73,76,11,16,12,14,10,67,71,74,76,75,70,65,80,79,79,70,75,90,73,65,81,73
334,81,RB,84,28,65,80,78,76,72,63,80,49,72,61,46,7,12,10,8,15,69,71,85,76,57,83,41,80,80,67,81,90,93,78,68,76,57
335,81,CAM,73,28,74,71,82,78,82,83,76,79,77,81,69,7,10,13,11,12,67,70,73,69,82,63,69,82,83,84,57,68,82,65,70,80,84
336,81,ST,76,26,70,69,76,50,85,64,68,78,81,83,78,2,2,2,4,2,66,30,75,52,74,16,92,62,72,86,20,78,60,22,85,70,74
337,81,GK,50,26,40,55,14,46,22,68,12,16,11,12,14,83,77,74,77,85,16,15,38,36,14,11,18,78,32,15,12,40,38,13,61,41,14
338,81,ST,69,29,70,69,90,58,79,78,60,64,74,85,54,9,11,9,11,7,80,42,68,48,68,22,70,85,72,78,28,78,79,32,78,66,80
339,81,CM,44,27,74,46,70,55,79,57,47,31,70,69,44,10,6,10,8,16,82,83,77,83,78,72,51,82,84,71,74,54,80,85,79,77,70
340,81,ST,75,26,65,74,76,48,80,78,58,60,72,79,67,14,5,12,8,5,86,29,82,48,76,25,77,71,72,85,18,79,77,30,90,73,74
341,81,CM,69,32,80,69,82,71,79,78,70,67,75,70,55,13,9,6,7,9,75,80,77,83,86,71,45,82,80,87,82,76,88,80,79,78,76
342,81,CDM,52,28,91,56,59,56,71,67,50,43,69,51,57,14,12,13,11,14,73,86,73,74,65,79,56,76,77,74,77,53,86,84,83,62,56
343,81,CB,79,29,78,81,50,79,65,76,68,68,60,37,41,2,3,4,2,4,76,86,93,65,59,86,50,74,65,70,81,83,75,82,75,58,65
344,81,CM,79,26,64,82,82,80,84,79,67,76,85,76,70,16,6,14,12,6,74,70,82,71,71,59,74,82,82,77,64,85,87,67,70,76,73
345,81,CB,33,30,82,29,32,33,70,83,44,46,48,41,37,8,9,12,11,14,88,83,44,62,26,82,33,78,64,63,78,32,69,84,89,47,35
346,81,CB,60,28,80,48,31,58,67,65,54,52,42,55,73,6,10,13,10,15,82,81,62,74,41,80,46,76,75,78,80,69,78,82,83,49,37
347,81,ST,87,30,57,77,81,65,76,76,61,66,75,80,51,9,10,15,14,12,80,48,89,60,77,23,78,77,75,78,21,86,73,24,74,71,71
348,81,LB,82,28,71,78,75,77,78,78,84,68,77,67,74,7,16,6,12,11,66,79,75,75,76,71,75,80,79,80,76,83,86,77,67,71,66
349,81,GK,55,29,41,55,11,51,15,57,12,11,12,11,12,80,83,72,81,82,23,20,71,43,12,11,25,76,34,25,18,55,35,14,77,35,15
350,81,LB,82,31,72,81,73,78,80,76,86,82,75,58,59,5,14,11,14,8,67,72,74,77,65,79,77,82,81,74,81,82,87,80,63,70,47
351,81,CB,64,27,86,62,49,62,64,82,52,33,58,43,40,13,7,8,14,15,75,83,75,69,62,80,42,79,75,73,87,67,87,86,76,65,54
352,81,LW,85,32,52,91,76,93,81,64,78,82,83,73,80,14,12,8,6,8,50,34,60,79,74,21,65,76,81,75,34,82,73,26,35,78,72
